id,name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g
30000000-0000-0000-0000-000000000028,Mustard Seeds,508,26,36,28
30000000-0000-0000-0000-000000000029,Dill,43,3.5,1.1,7
30000000-0000-0000-0000-000000000030,Chives,30,3.3,0.7,4.4
30000000-0000-0000-0000-000000000031,Lemon,29,1.1,0.3,9
30000000-0000-0000-0000-000000000032,Lime,30,0.7,0.2,11
30000000-0000-0000-0000-000000000033,Ginger,80,1.8,0.8,18
30000000-0000-0000-0000-000000000034,Turmeric,354,8,10,65
30000000-0000-0000-0000-000000000035,Sage,315,11,13,61
30000000-0000-0000-0000-000000000036,Bay Leaf,313,7.6,8.4,75
30000000-0000-0000-0000-000000000037,Vanilla,288,0.1,0.1,13
30000000-0000-0000-0000-000000000038,Cocoa Powder,228,20,14,58
30000000-0000-0000-0000-000000000039,Maple Syrup,260,0,0.2,67
30000000-0000-0000-0000-000000000040,Molasses,290,0,0.1,75
30000000-0000-0000-0000-000000000041,Pumpkin,26,1,0.1,7
30000000-0000-0000-0000-000000000042,Sweet Potato,86,1.6,0.1,20
30000000-0000-0000-0000-000000000043,Zucchini,17,1.2,0.3,3.1
ing-001-1a2b-20250420,Sunflower Seeds,584,21,51,20
ing-002-1a2b-20250420,Pumpkin Seeds,446,19,19,54
ing-003-1a2b-20250420,Quinoa,368,14,6,64
ing-201-1a2b-20250420,Flour,364,10,1,76
ing-202-1a2b-20250420,Sugar,387,0,0,100
ing-203-1a2b-20250420,Cinnamon,247,4,1.2,81
ing-004-1a2b-20250420,Tofu,144,15,9,3
ing-005-1a2b-20250420,Tempeh,193,19,11,9
ing-006-1a2b-20250420,Edamame,121,11,5,8.9
ing-007-1a2b-20250420,Seitan,370,75,1.9,14
ing-008-1a2b-20250420,Tempeh,193,19,11,9
ing-009-1a2b-20250420,Chia Seeds,486,17,31,42
ing-010-1a2b-20250420,Flaxseed,534,18,42,29
ing-011-1a2b-20250420,Hemp Seeds,553,31,49,8
ing-012-1a2b-20250420,Amaranth,371,14,7,65
ing-013-1a2b-20250420,Millet,378,11,4,73
ing-014-1a2b-20250420,Pizza Dough,275,9,4,53
ing-015-1a2b-20250420,Basil Leaves,22,3.2,0.6,2.6
ing-016-1a2b-20250420,Lettuce,15,1.4,0.2,2.9
ing-017-1a2b-20250420,Caesar Dressing,470,2,50,8
ing-018-1a2b-20250420,Parmesan Cheese,431,38,29,4.1
ing-019-1a2b-20250420,Pasta,220,8,1.1,43
ing-020-1a2b-20250420,Chicken Broth,15,3,0.5,1
ing-021-1a2b-20250420,White Wine,82,0.1,0,2.6
ing-022-1a2b-20250420,Cream Cheese,342,6,34,4
ing-023-1a2b-20250420,Shrimp,99,18,1.4,0.9
ing-024-1a2b-20250420,Lemon Juice,22,0.4,0.2,6.9
ing-025-1a2b-20250420,Ground Turkey,189,27,8,0
ing-026-1a2b-20250420,Bell Peppers,31,1,0.3,7.3
ing-027-1a2b-20250420,Mushrooms,22,3.1,0.3,3.3
ing-028-1a2b-20250420,Eggplant,25,1,0.2,6
ing-029-1a2b-20250420,Zucchini,17,1.2,0.3,3.1
ing-030-1a2b-20250420,Yellow Squash,16,1.2,0.2,3.4
ing-031-1a2b-20250420,Cod,82,18,0.7,0
ing-032-1a2b-20250420,Coconut Milk,230,2.3,24,6
ing-033-1a2b-20250420,Lime Juice,25,0.4,0.1,8.4
ing-034-1a2b-20250420,Pork Tenderloin,143,26,3.5,0
ing-035-1a2b-20250420,Cherry Tomatoes,18,0.9,0.2,3.9
ing-036-1a2b-20250420,Balsamic Vinegar,88,0.5,0,17
ing-037-1a2b-20250420,Black Beans,132,8.9,0.5,23.7
ing-038-1a2b-20250420,Red Onion,40,1.1,0.1,9.3
ing-039-1a2b-20250420,Cumin,375,18,22,44
ing-040-1a2b-20250420,Greek Yogurt,59,10,0.4,3.6
ing-041-1a2b-20250420,Feta Cheese,264,14,21,4.1
ing-042-1a2b-20250420,Olive Tapenade,350,2,35,8
ing-043-1a2b-20250420,Pita Bread,275,9,4,56
ing-044-1a2b-20250420,Hummus,166,8,10,14
ing-045-1a2b-20250420,Cucumber,16,0.7,0.1,4
ing-046-1a2b-20250420,Green Beans,31,1.8,0.2,7
ing-047-1a2b-20250420,Almonds,579,21,50,22
ing-048-1a2b-20250420,Green Onions,32,1.8,0.2,7.3
ing-049-1a2b-20250420,Vegetable Broth,12,0.4,0.1,2.8
ing-050-1a2b-20250420,Celery,16,0.7,0.2,3
ing-051-1a2b-20250420,Bay Leaves,313,7.6,8.4,75
ing-052-1a2b-20250420,Heavy Cream,345,2.1,37,2.8
ing-053-1a2b-20250420,White Onion,40,1.1,0.1,9.3
ing-054-1a2b-20250420,Carrots,41,0.9,0.2,9.6
ing-055-1a2b-20250420,Potatoes,77,2,0.1,17
ing-056-1a2b-20250420,Beef Broth,17,2.9,0.5,0.4
ing-057-1a2b-20250420,Tomato Paste,82,4.3,0.5,19
ing-058-1a2b-20250420,Red Wine,85,0.1,0,2.6
ing-059-1a2b-20250420,Fresh Thyme,101,5.6,1.7,24
ing-060-1a2b-20250420,Worcestershire Sauce,65,0,0,16
ing-061-1a2b-20250420,Cornstarch,381,0.3,0.1,91
ing-062-1a2b-20250420,Sour Cream,193,3,19,4.6
ing-063-1a2b-20250420,Chives,30,3.3,0.7,4.4
ing-064-1a2b-20250420,Paprika,282,14,13,54
ing-065-1a2b-20250420,Cayenne Pepper,318,12,17,57
ing-066-1a2b-20250420,Smoked Paprika,282,14,13,54
ing-067-1a2b-20250420,Ground Coriander,298,12,18,55
ing-068-1a2b-20250420,Fennel Seeds,345,16,15,52
ing-069-1a2b-20250420,Star Anise,337,18,16,50
ing-070-1a2b-20250420,Cardamom,311,11,6.8,68
ing-071-1a2b-20250420,Cinnamon Stick,247,4,1.2,81
ing-072-1a2b-20250420,Whole Cloves,274,6,13,65
ing-073-1a2b-20250420,Bay Leaves,313,7.6,8.4,75
ing-074-1a2b-20250420,Fresh Ginger,80,1.8,0.8,18
ing-075-1a2b-20250420,Lemongrass,99,1.8,0.5,25
ing-076-1a2b-20250420,Kaffir Lime Leaves,95,7,1,20
ing-077-1a2b-20250420,Fish Sauce,35,5.9,0,1.5
ing-078-1a2b-20250420,Tamarind Paste,239,2.8,0.6,63
ing-079-1a2b-20250420,Palm Sugar,375,0,0,97
ing-080-1a2b-20250420,Thai Chili,40,1.9,0.4,8.8
ing-081-1a2b-20250420,Rice Noodles,364,0.6,0.5,83
ing-082-1a2b-20250420,Bean Sprouts,23,3.2,0.2,4.1
ing-083-1a2b-20250420,Cilantro,23,2.1,0.5,3.7
ing-084-1a2b-20250420,Mint Leaves,44,3.8,0.7,8.4
ing-085-1a2b-20250420,Peanuts,567,26,49,16
ing-086-1a2b-20250420,Sesame Oil,884,0,100,0
ing-087-1a2b-20250420,Soy Sauce,8,1.3,0,0.8
ing-088-1a2b-20250420,Rice Vinegar,18,0,0,0.4
ing-089-1a2b-20250420,Mirin,241,0.1,0,56
ing-090-1a2b-20250420,Sake,134,0.5,0,5
ing-091-1a2b-20250420,Miso Paste,199,12,6,26
ing-092-1a2b-20250420,Seaweed,43,8.2,0.6,9.6
ing-093-1a2b-20250420,Shiitake Mushrooms,34,2.2,0.5,6.8
ing-094-1a2b-20250420,Enoki Mushrooms,37,2.7,0.3,7.8
ing-095-1a2b-20250420,Tofu,70,8,4,1.9
ing-096-1a2b-20250420,Tempeh,193,19,11,9
ing-097-1a2b-20250420,Edamame,121,11,5,8.9
ing-098-1a2b-20250420,Wasabi,109,4.6,0.6,24
ing-099-1a2b-20250420,Pickled Ginger,51,0.8,0.2,13
ing-100-1a2b-20250420,Nori Sheets,35,5.8,0.3,5.1
ing-101-1a2b-20250420,Sushi Rice,130,2.7,0.3,28
ing-102-1a2b-20250420,Rice Wine Vinegar,18,0,0,0.4
ing-103-1a2b-20250420,Sesame Seeds,573,18,50,23
ing-104-1a2b-20250420,Scallions,32,1.8,0.2,7.3
ing-105-1a2b-20250420,Bok Choy,13,1.5,0.2,2.2
ing-106-1a2b-20250420,Snap Peas,42,2.8,0.2,7.6
ing-107-1a2b-20250420,Water Chestnuts,97,1.4,0.1,24
ing-108-1a2b-20250420,Bamboo Shoots,27,2.6,0.3,5.2
ing-109-1a2b-20250420,Chinese Cabbage,16,1.2,0.2,3.2
ing-110-1a2b-20250420,Daikon Radish,18,0.6,0.1,4.1
ing-111-1a2b-20250420,Lotus Root,74,2.6,0.1,17
ing-112-1a2b-20250420,Taro Root,112,1.5,0.2,27
ing-113-1a2b-20250420,Sweet Potato,86,1.6,0.1,20
ing-114-1a2b-20250420,Yam,118,1.5,0.2,28
ing-115-1a2b-20250420,Plantain,122,1.3,0.4,32
ing-116-1a2b-20250420,Mango,60,0.8,0.4,15
ing-117-1a2b-20250420,Papaya,43,0.5,0.3,11
ing-118-1a2b-20250420,Pineapple,50,0.5,0.1,13
ing-119-1a2b-20250420,Coconut,354,3.3,33,15
ing-120-1a2b-20250420,Dragon Fruit,60,1.2,0,13
ing-121-1a2b-20250420,Star Fruit,31,1,0.3,6.7
ing-122-1a2b-20250420,Passion Fruit,97,2.2,0.7,23
ing-123-1a2b-20250420,Guava,68,2.6,1,14
ing-124-1a2b-20250420,Lychee,66,0.8,0.4,17
ing-125-1a2b-20250420,Rambutan,82,0.9,0.2,21
ing-126-1a2b-20250420,Durian,147,1.5,5.3,27
ing-127-1a2b-20250420,Jackfruit,95,1.7,0.6,23
ing-128-1a2b-20250420,Breadfruit,103,1.1,0.2,27
ing-129-1a2b-20250420,Custard Apple,94,2.1,0.6,24
ing-130-1a2b-20250420,Soursop,66,1,0.3,17
ing-131-1a2b-20250420,Cherimoya,75,1.6,0.7,18
ing-132-1a2b-20250420,Atemoya,94,2.1,0.6,24
ing-133-1a2b-20250420,Sugar Apple,94,2.1,0.6,24
ing-134-1a2b-20250420,Sweetsop,94,2.1,0.6,24
ing-135-1a2b-20250420,Custard Apple,94,2.1,0.6,24
ing-136-1a2b-20250420,Kiwi,61,1.1,0.5,15
ing-137-1a2b-20250420,Persimmon,70,0.6,0.2,18
ing-138-1a2b-20250420,Pomegranate,83,1.7,1.2,19
ing-139-1a2b-20250420,Fig,74,0.8,0.3,19
ing-140-1a2b-20250420,Date,277,1.8,0.2,75
ing-141-1a2b-20250420,Prune,240,2.2,0.4,64
ing-142-1a2b-20250420,Raisin,299,3.1,0.5,79
ing-143-1a2b-20250420,Cranberry,46,0.4,0.1,12
ing-144-1a2b-20250420,Gooseberry,44,0.9,0.6,10
ing-145-1a2b-20250420,Currant,63,1.4,0.2,15
ing-146-1a2b-20250420,Elderberry,73,0.7,0.5,19
ing-147-1a2b-20250420,Mulberry,43,1.4,0.4,10
ing-148-1a2b-20250420,Blackberry,43,1.4,0.5,10
ing-149-1a2b-20250420,Raspberry,52,1.2,0.7,12
ing-150-1a2b-20250420,Strawberry,32,0.7,0.3,7.7
ing-151-1a2b-20250420,Blueberry,57,0.7,0.3,14.5
ing-152-1a2b-20250420,Huckleberry,37,0.4,0.4,8.7
ing-153-1a2b-20250420,Bilberry,43,0.7,0.3,11
ing-154-1a2b-20250420,Lingonberry,54,0.8,0.3,12
ing-155-1a2b-20250420,Cloudberry,51,2.4,0.8,9
ing-156-1a2b-20250420,Acai Berry,70,1,5,4
ing-157-1a2b-20250420,Goji Berry,349,14,0.4,77
ing-158-1a2b-20250420,Sea Buckthorn,82,1.4,7,5.5
ing-159-1a2b-20250420,Aronia Berry,47,1.4,0.5,11
ing-160-1a2b-20250420,Boysenberry,43,1.2,0.3,9.6
ing-161-1a2b-20250420,Loganberry,55,1.5,0.3,13
ing-162-1a2b-20250420,Tayberry,25,0.7,0.2,6
ing-163-1a2b-20250420,Marionberry,43,1.4,0.5,10
ing-164-1a2b-20250420,Salmonberry,32,1.4,0.2,7.3
ing-165-1a2b-20250420,Wineberry,49,0.9,0.2,12
ing-166-1a2b-20250420,Dewberry,43,1.4,0.5,10
ing-167-1a2b-20250420,Honeyberry,47,0.8,0.3,11
ing-168-1a2b-20250420,Serviceberry,59,0.7,0.3,15
ing-169-1a2b-20250420,Haw Berry,87,1.2,0.4,22
ing-170-1a2b-20250420,Rose Hip,162,1.6,0.3,39
ing-171-1a2b-20250420,Juniper Berry,0,0,0,0
ing-172-1a2b-20250420,Barberry,316,3.6,3.6,64
ing-201-1a2b-20250420,All-Purpose Flour,364,10,1,76
ing-202-1a2b-20250420,Granulated Sugar,387,0,0,100
ing-203-1a2b-20250420,Ground Cinnamon,247,4,1.2,81
ing-204-1a2b-20250420,Vanilla Extract,288,0.1,0.1,13
ing-205-1a2b-20250420,Baking Powder,53,0,0,28
ing-206-1a2b-20250420,Baking Soda,0,0,0,0
ing-207-1a2b-20250420,Salt,0,0,0,0
ing-208-1a2b-20250420,Brown Sugar,380,0.1,0,98
ing-209-1a2b-20250420,Powdered Sugar,389,0,0,100
ing-301-1a2b-20250420,Bread Flour,361,13,1.7,72
ing-302-1a2b-20250420,Whole Wheat Flour,340,13,2.5,72
ing-303-1a2b-20250420,Active Dry Yeast,325,40,7,41
ing-304-1a2b-20250420,Instant Yeast,325,40,7,41
ing-305-1a2b-20250420,Bread Machine Yeast,325,40,7,41
ing-306-1a2b-20250420,Fresh Yeast,105,8,1,11
ing-307-1a2b-20250420,Sourdough Starter,189,7.5,1.3,37
ing-308-1a2b-20250420,Rye Flour,338,10,1.6,76
ing-309-1a2b-20250420,Spelt Flour,338,14,2.4,70
ing-401-1a2b-20250420,Ground Beef,254,26,17,0
ing-402-1a2b-20250420,Ground Pork,297,26,21,0
ing-403-1a2b-20250420,Ground Lamb,283,25,20,0
ing-404-1a2b-20250420,Ground Veal,196,31,7,0
ing-405-1a2b-20250420,Italian Sausage,346,19,29,3
ing-406-1a2b-20250420,Chorizo,455,24,38,2
ing-407-1a2b-20250420,Bratwurst,297,12,26,2
ing-408-1a2b-20250420,Kielbasa,301,13,26,3
ing-409-1a2b-20250420,Andouille Sausage,260,14,22,1
ing-410-1a2b-20250420,Merguez,391,17,35,3
ing-411-1a2b-20250420,Linguica,308,13,27,2
ing-412-1a2b-20250420,Boudin,320,11,29,8
ing-413-1a2b-20250420,Blood Sausage,379,15,34,1
ing-414-1a2b-20250420,Breakfast Sausage,346,13,32,1
ing-415-1a2b-20250420,Turkey Sausage,196,23,10,3
ing-501-1a2b-20250420,Seafood Mix,85,16,1,2
ing-502-1a2b-20250420,Fish Stock,20,3,0.2,1
ing-503-1a2b-20250420,Saffron,310,11,6,65
ing-504-1a2b-20250420,Mussels,86,12,2.2,3.7
ing-505-1a2b-20250420,Clams,74,13,1,2.6
ing-506-1a2b-20250420,Scallops,69,12,0.6,3.2
ing-507-1a2b-20250420,Squid,92,16,1.4,3.1
ing-508-1a2b-20250420,Octopus,82,15,1,2.2
ing-509-1a2b-20250420,Crab,97,19,1.5,0.5
ing-510-1a2b-20250420,Lobster,89,19,0.9,0.5
ing-511-1a2b-20250420,Langostino,112,21,1.8,1
ing-512-1a2b-20250420,Prawns,85,18,0.5,0.9
ing-513-1a2b-20250420,Crawfish,87,18,1.3,0
ing-514-1a2b-20250420,Sea Bass,124,23,2.6,0
ing-515-1a2b-20250420,Halibut,111,21,2.3,0
ing-604-1a2b-20250420,Arborio Rice,130,2.7,0.3,28
ing-605-1a2b-20250420,Jasmine Rice,130,2.7,0.3,28
ing-606-1a2b-20250420,Basmati Rice,130,2.7,0.3,28
ing-607-1a2b-20250420,Wild Rice,101,4,0.3,21
ing-608-1a2b-20250420,Brown Rice,112,2.6,0.9,23
ing-609-1a2b-20250420,Black Rice,356,8.9,3.5,75
ing-610-1a2b-20250420,Red Rice,405,7.9,2.2,86
ing-611-1a2b-20250420,Forbidden Rice,356,8.9,3.5,75
ing-612-1a2b-20250420,Sticky Rice,97,2,0.2,22
ing-613-1a2b-20250420,Bomba Rice,130,2.7,0.3,28
ing-614-1a2b-20250420,Calrose Rice,130,2.7,0.3,28
ing-615-1a2b-20250420,Parboiled Rice,123,2.9,0.4,25
ing-701-1a2b-20250420,Tomato Sauce,16,0.9,0.2,3.5
ing-702-1a2b-20250420,Marinara Sauce,25,1.6,0.4,5.4
ing-703-1a2b-20250420,Pesto Sauce,263,4.1,25,7.4
ing-704-1a2b-20250420,Alfredo Sauce,390,8,39,7
ing-705-1a2b-20250420,Bolognese Sauce,110,6.5,7.2,6.8
ing-706-1a2b-20250420,Arrabbiata Sauce,42,1.8,1.5,6.5
ing-707-1a2b-20250420,Puttanesca Sauce,56,2.1,3.2,6.4
ing-708-1a2b-20250420,Carbonara Sauce,389,8.1,39,6.9
ing-709-1a2b-20250420,Aglio e Olio,175,1.2,18,3.1
ing-710-1a2b-20250420,Cacio e Pepe,295,12,26,8.4
ing-711-1a2b-20250420,Amatriciana Sauce,78,3.4,5.8,5.2
ing-712-1a2b-20250420,Norma Sauce,45,1.9,2.1,6.3
ing-713-1a2b-20250420,Vodka Sauce,89,2.8,6.4,6.8
ing-714-1a2b-20250420,Primavera Sauce,52,2.1,3.2,5.4
ing-715-1a2b-20250420,Clam Sauce,67,8.4,1.2,4.3
