recipe_id,ingredient_id
20000000-0000-0000-0000-000000000005,30000000-0000-0000-0000-000000000028
20000000-0000-0000-0000-000000000006,30000000-0000-0000-0000-000000000029
20000000-0000-0000-0000-000000000006,30000000-0000-0000-0000-000000000030
20000000-0000-0000-0000-000000000007,30000000-0000-0000-0000-000000000031
20000000-0000-0000-0000-000000000007,30000000-0000-0000-0000-000000000032
20000000-0000-0000-0000-000000000008,30000000-0000-0000-0000-000000000033
20000000-0000-0000-0000-000000000008,30000000-0000-0000-0000-000000000034
20000000-0000-0000-0000-000000000009,30000000-0000-0000-0000-000000000035
20000000-0000-0000-0000-000000000009,30000000-0000-0000-0000-000000000036
20000000-0000-0000-0000-000000000010,30000000-0000-0000-0000-000000000037
20000000-0000-0000-0000-000000000010,30000000-0000-0000-0000-000000000038
10000000-0000-0000-0000-000000000001,30000000-0000-0000-0000-000000000039
10000000-0000-0000-0000-000000000002,30000000-0000-0000-0000-000000000040
10000000-0000-0000-0000-000000000003,30000000-0000-0000-0000-000000000041
10000000-0000-0000-0000-000000000004,30000000-0000-0000-0000-000000000042
10000000-0000-0000-0000-000000000005,30000000-0000-0000-0000-000000000043
10000000-0000-0000-0000-000000000006,30000000-0000-0000-0000-000000000044
10000000-0000-0000-0000-000000000007,30000000-0000-0000-0000-000000000045
10000000-0000-0000-0000-000000000008,30000000-0000-0000-0000-000000000046
10000000-0000-0000-0000-000000000009,30000000-0000-0000-0000-000000000047
10000000-0000-0000-0000-000000000010,30000000-0000-0000-0000-000000000048
10000000-0000-0000-0000-000000000011,30000000-0000-0000-0000-000000000049
10000000-0000-0000-0000-000000000012,30000000-0000-0000-0000-000000000050
30000000-0000-0000-0000-000000000101,88888888-6666-6666-6666-666666666666
30000000-0000-0000-0000-000000000101,30000000-0000-0000-0000-000000000031
30000000-0000-0000-0000-000000000101,30000000-0000-0000-0000-000000000029
30000000-0000-0000-0000-000000000102,99999999-4444-4444-4444-444444444444
30000000-0000-0000-0000-000000000102,30000000-0000-0000-0000-000000000017
30000000-0000-0000-0000-000000000102,30000000-0000-0000-0000-000000000001
30000000-0000-0000-0000-000000000102,30000000-0000-0000-0000-000000000003
30000000-0000-0000-0000-000000000103,88888888-7777-7777-7777-777777777777
30000000-0000-0000-0000-000000000103,99999999-9999-9999-9999-999999999999
30000000-0000-0000-0000-000000000103,88888888-8888-8888-8888-888888888888
30000000-0000-0000-0000-000000000104,30000000-0000-0000-0000-000000000004
30000000-0000-0000-0000-000000000104,30000000-0000-0000-0000-000000000013
30000000-0000-0000-0000-000000000104,30000000-0000-0000-0000-000000000031
30000000-0000-0000-0000-000000000105,88888888-6666-6666-6666-666666666666
30000000-0000-0000-0000-000000000105,88888888-8888-8888-8888-888888888889
30000000-0000-0000-0000-000000000105,88888888-2222-2222-2222-222222222222
